,crypto_candidate,crypto_benchmark,crypto_optimizer,crypto_bench:Comprar y aguantar BTC,"crypto_bench:Pesos iguales, rebalanceo mensual",crypto_bench:Regla de tendencia solo BTC,stocks_candidate,stocks_benchmark,stocks_optimizer,stocks_bench:Comprar y aguantar SPY,"stocks_bench:Pesos iguales, rebalanceo mensual",stocks_bench:60/40 (SPY/IEF),stocks_passive
2010-01-10,,,,,,,1.0107,1.0281,1.0111,1.0281,1.0274,1.0184,1.0184
2010-01-17,,,,,,,1.0053,1.0197,1.0057,1.0197,1.0185,1.0184,1.0184
2010-01-24,,,,,,,0.9849,0.98,0.9853,0.98,0.981,0.9971,0.9971
2010-01-31,,,,,,,0.9789,0.9637,0.9793,0.9637,0.9631,0.9878,0.9878
2010-02-07,,,,,,,0.9682,0.9571,0.9686,0.9571,0.9554,0.9858,0.9858
2010-02-14,,,,,,,0.9643,0.9695,0.9646,0.9695,0.9679,0.99,0.99
2010-02-21,,,,,,,0.9836,0.9973,0.984,0.9973,0.9945,1.0041,1.0041
2010-02-28,,,,,,,0.9838,0.9937,0.9842,0.9937,0.9914,1.0071,1.0071
2010-03-07,,,,,,,1.0065,1.0252,1.0068,1.0252,1.0245,1.025,1.025
2010-03-14,,,,,,,1.0147,1.0361,1.0151,1.0361,1.0331,1.031,1.031
2010-03-21,,,,,,,1.0209,1.0449,1.0213,1.0449,1.0387,1.0368,1.0368
2010-03-28,,,,,,,1.0269,1.0504,1.0273,1.0504,1.041,1.0359,1.0359
2010-04-04,,,,,,,1.032,1.0614,1.0324,1.0614,1.0577,1.0424,1.0424
2010-04-11,,,,,,,1.0425,1.0772,1.0429,1.0772,1.0731,1.0519,1.0519
2010-04-18,,,,,,,1.0413,1.0755,1.0417,1.0755,1.0675,1.0548,1.0548
2010-04-25,,,,,,,1.0629,1.0976,1.0633,1.0976,1.0901,1.0664,1.0664
2010-05-02,,,,,,,1.0466,1.0705,1.047,1.0705,1.0695,1.0555,1.0555
2010-05-09,,,,,,,1.0036,1.0025,1.004,1.0025,1.0069,1.0215,1.0215
2010-05-16,,,,,,,1.002,1.0262,1.0024,1.0262,1.0329,1.0358,1.0358
2010-05-23,,,,,,,0.9881,0.9831,0.9885,0.9831,0.9927,1.0169,1.0169
2010-05-30,,,,,,,0.9883,0.9855,0.9887,0.9855,1.002,1.0167,1.0167
2010-06-06,,,,,,,0.984,0.9625,0.9844,0.9625,0.9795,1.0064,1.0064
2010-06-13,,,,,,,0.9829,0.9883,0.9833,0.9883,1.0076,1.021,1.021
2010-06-20,,,,,,,0.9925,1.0115,0.9929,1.0115,1.0315,1.0355,1.0355
2010-06-27,,,,,,,0.9931,0.9766,0.9935,0.9766,1.007,1.0188,1.0188
2010-07-04,,,,,,,0.9832,0.9252,0.9835,0.9252,0.9614,0.9927,0.9927
2010-07-11,,,,,,,0.978,0.9774,0.9784,0.9774,1.0044,1.0214,1.0214
2010-07-18,,,,,,,0.9802,0.9656,0.9805,0.9656,0.9918,1.0199,1.0199
2010-07-25,,,,,,,0.9737,0.9996,0.9741,0.9996,1.0293,1.0385,1.0385
2010-08-01,,,,,,,0.9767,0.9983,0.9771,0.9983,1.0309,1.0414,1.0414
2010-08-08,,,,,,,0.9824,1.0175,0.9828,1.0175,1.048,1.0568,1.0568
2010-08-15,,,,,,,0.9817,0.9806,0.9821,0.9806,1.0169,1.0402,1.0402
2010-08-22,,,,,,,0.9894,0.9735,0.9897,0.9735,1.0176,1.037,1.037
2010-08-29,,,,,,,0.9904,0.9674,0.9908,0.9674,1.0132,1.0324,1.0324
2010-09-05,,,,,,,0.9959,1.0039,0.9963,1.0039,1.0457,1.0519,1.0519
2010-09-12,,,,,,,0.989,1.0093,0.9894,1.0093,1.047,1.0525,1.0525
2010-09-19,,,,,,,0.9951,1.0239,0.9955,1.0239,1.0618,1.0635,1.0635
2010-09-26,,,,,,,1.0052,1.0451,1.0056,1.0451,1.0853,1.0809,1.0809
2010-10-03,,,,,,,1.011,1.0431,1.0114,1.0431,1.0906,1.0834,1.0834
2010-10-10,,,,,,,1.0199,1.0607,1.0203,1.0607,1.1109,1.0993,1.0993
2010-10-17,,,,,,,1.019,1.0713,1.0194,1.0713,1.1197,1.1,1.1
2010-10-24,,,,,,,1.0069,1.0772,1.0073,1.0772,1.1213,1.1047,1.1047
2010-10-31,,,,,,,1.0093,1.0785,1.0097,1.0785,1.1228,1.1043,1.1043
2010-11-07,,,,,,,1.0258,1.117,1.0262,1.117,1.1589,1.1313,1.1313
2010-11-14,,,,,,,1.0047,1.094,1.0051,1.094,1.1314,1.1112,1.1112
2010-11-21,,,,,,,1.0101,1.0948,1.0105,1.0948,1.1333,1.1078,1.1078
2010-11-28,,,,,,,1.0059,1.0813,1.0063,1.0813,1.1235,1.1001,1.1001
2010-12-05,,,,,,,1.0283,1.1185,1.0287,1.1185,1.1562,1.1171,1.1171
2010-12-12,,,,,,,1.0333,1.133,1.0337,1.133,1.1584,1.1145,1.1145
2010-12-19,,,,,,,1.0365,1.1373,1.0369,1.1373,1.1623,1.1184,1.1184
2010-12-26,,,,,,,1.0449,1.1492,1.0453,1.1492,1.1729,1.1236,1.1236
2011-01-02,,,,,,,1.0433,1.1506,1.0437,1.1506,1.1801,1.1277,1.1277
2011-01-09,,,,,,,1.0469,1.1633,1.0473,1.1633,1.1816,1.1354,1.1354
2011-01-16,,,,,,,1.0608,1.183,1.0613,1.183,1.1975,1.1475,1.1475
2011-01-23,,,,,,,1.0524,1.1745,1.0528,1.1745,1.1827,1.1404,1.1404
2011-01-30,,,,,,,1.049,1.1686,1.0494,1.1686,1.176,1.1401,1.1401
2011-02-06,,,,,,,1.0707,1.2,1.0711,1.2,1.2012,1.1489,1.1489
2011-02-13,,,,,,,1.0829,1.2179,1.0833,1.2179,1.2131,1.1595,1.1595
2011-02-20,,,,,,,1.0935,1.2309,1.094,1.2309,1.2266,1.1693,1.1693
2011-02-27,,,,,,,1.0846,1.2108,1.085,1.2108,1.212,1.1629,1.1629
2011-03-06,,,,,,,1.0903,1.212,1.0907,1.212,1.2183,1.1618,1.1618
2011-03-13,,,,,,,1.0649,1.1971,1.0653,1.1971,1.2029,1.156,1.156
2011-03-20,,,,,,,1.0473,1.174,1.0477,1.174,1.1845,1.1469,1.1469
2011-03-27,,,,,,,1.0694,1.2066,1.0698,1.2066,1.2158,1.1603,1.1603
2011-04-03,,,,,,,1.0843,1.2236,1.0847,1.2236,1.24,1.1706,1.1706
2011-04-10,,,,,,,1.0833,1.2209,1.0838,1.2209,1.2379,1.1647,1.1647
2011-04-17,,,,,,,1.0779,1.2134,1.0783,1.2134,1.2355,1.1666,1.1666
2011-04-24,,,,,,,1.0874,1.2293,1.0879,1.2293,1.2526,1.1765,1.1765
2011-05-01,,,,,,,1.1135,1.2537,1.1139,1.2537,1.2751,1.1958,1.1958
2011-05-08,,,,,,,1.0911,1.2332,1.0916,1.2332,1.2475,1.1882,1.1882
2011-05-15,,,,,,,1.104,1.2317,1.1044,1.2317,1.243,1.1881,1.1881
2011-05-22,,,,,,,1.1023,1.2278,1.1027,1.2278,1.2432,1.1871,1.1871
2011-05-29,,,,,,,1.0958,1.2269,1.0963,1.2269,1.2498,1.1902,1.1902
2011-06-05,,,,,,,1.075,1.1985,1.0754,1.1985,1.2298,1.1767,1.1767
2011-06-12,,,,,,,1.0711,1.1726,1.0715,1.1726,1.2037,1.1624,1.1624
2011-06-19,,,,,,,1.0666,1.1733,1.067,1.1733,1.2033,1.1641,1.1641
2011-06-26,,,,,,,1.059,1.1711,1.0594,1.1711,1.2055,1.1656,1.1656
2011-07-03,,,,,,,1.0663,1.2367,1.0667,1.2367,1.2594,1.1934,1.1934
2011-07-10,,,,,,,1.0716,1.2412,1.072,1.2412,1.2681,1.2028,1.2028
2011-07-17,,,,,,,1.0599,1.2161,1.0603,1.2161,1.2477,1.192,1.192
2011-07-24,,,,,,,1.063,1.2428,1.0634,1.2428,1.2686,1.2063,1.2063
2011-07-31,,,,,,,1.0579,1.1943,1.0583,1.1943,1.2363,1.1835,1.1835
2011-08-07,,,,,,,1.064,1.1089,1.0644,1.1089,1.1544,1.1395,1.1395
2011-08-14,,,,,,,1.1045,1.0908,1.105,1.0908,1.1485,1.1416,1.1416
2011-08-21,,,,,,,1.1375,1.0402,1.1379,1.0402,1.1166,1.1183,1.1183
2011-08-28,,,,,,,1.1239,1.0894,1.1243,1.0894,1.1512,1.1442,1.1442
2011-09-04,,,,,,,1.1403,1.0883,1.1407,1.0883,1.1624,1.1503,1.1503
2011-09-11,,,,,,,1.1361,1.0705,1.1365,1.0705,1.1407,1.1425,1.1425
2011-09-18,,,,,,,1.1346,1.128,1.135,1.128,1.18,1.1714,1.1714
2011-09-25,,,,,,,1.1269,1.054,1.1273,1.054,1.1044,1.1345,1.1345
2011-10-02,,,,,,,1.121,1.0503,1.1215,1.0503,1.0958,1.1301,1.1301
2011-10-09,,,,,,,1.0999,1.0741,1.1003,1.0741,1.1154,1.1425,1.1425
2011-10-16,,,,,,,1.0943,1.1378,1.0948,1.1378,1.1725,1.1793,1.1793
2011-10-23,,,,,,,1.097,1.1508,1.0974,1.1508,1.1764,1.1892,1.1892
2011-10-30,,,,,,,1.1022,1.1938,1.1027,1.1938,1.2278,1.215,1.215
2011-11-06,,,,,,,1.1066,1.1648,1.107,1.1648,1.207,1.2052,1.2052
2011-11-13,,,,,,,1.1108,1.1757,1.1112,1.1757,1.214,1.2106,1.2106
2011-11-20,,,,,,,1.0992,1.1323,1.0996,1.1323,1.1743,1.1851,1.1851
2011-11-27,,,,,,,1.0862,1.0799,1.0866,1.0799,1.1226,1.152,1.152
2011-12-04,,,,,,,1.0887,1.159,1.0891,1.159,1.1966,1.2024,1.2024
2011-12-11,,,,,,,1.0882,1.1701,1.0886,1.1701,1.2007,1.2094,1.2094
2011-12-18,,,,,,,1.0942,1.1358,1.0946,1.1358,1.1692,1.1941,1.1941
2011-12-25,,,,,,,1.1026,1.1807,1.103,1.1807,1.2022,1.2183,1.2183
2012-01-01,,,,,,,1.11,1.1724,1.1105,1.1724,1.1967,1.218,1.218
2012-01-08,,,,,,,1.0971,1.193,1.0975,1.193,1.2096,1.2292,1.2292
2012-01-15,,,,,,,1.1026,1.2036,1.1052,1.2036,1.2239,1.2389,1.2389
2012-01-22,,,,,,,1.0964,1.2326,1.0944,1.2326,1.248,1.2528,1.2528
2012-01-29,,,,,,,1.0984,1.2314,1.0984,1.2314,1.2633,1.2574,1.2574
2012-02-05,,,,,,,1.1072,1.2568,1.1088,1.2568,1.288,1.2728,1.2728
2012-02-12,,,,,,,1.1041,1.2551,1.1044,1.2551,1.2797,1.2723,1.2723
2012-02-19,,,,,,,1.1122,1.2743,1.1139,1.2743,1.2945,1.2822,1.2822
2012-02-26,,,,,,,1.1134,1.2791,1.1175,1.2791,1.2997,1.2864,1.2864
2012-03-04,,,,,,,1.1183,1.2827,1.1269,1.2827,1.2972,1.2888,1.2888
2012-03-11,,,,,,,1.1236,1.2851,1.1318,1.2851,1.2959,1.2885,1.2885
2012-03-18,,,,,,,1.1433,1.3164,1.1511,1.3164,1.3095,1.2976,1.2976
2012-03-25,,,,,,,1.1448,1.3103,1.1567,1.3103,1.3031,1.2961,1.2961
2012-04-01,,,,,,,1.1541,1.3211,1.1662,1.3211,1.3122,1.3036,1.3036
2012-04-08,,,,,,,1.1523,1.3116,1.1666,1.3116,1.3019,1.3001,1.3001
2012-04-15,,,,,,,1.1338,1.2867,1.1378,1.2867,1.2861,1.2926,1.2926
2012-04-22,,,,,,,1.1451,1.2943,1.1437,1.2943,1.2961,1.2982,1.2982
2012-04-29,,,,,,,1.1603,1.3172,1.1561,1.3172,1.3154,1.3134,1.3134
2012-05-06,,,,,,,1.1429,1.2854,1.1433,1.2854,1.2894,1.2966,1.2966
2012-05-13,,,,,,,1.1452,1.2724,1.1369,1.2724,1.2741,1.2912,1.2912
2012-05-20,,,,,,,1.1304,1.2173,1.1076,1.2173,1.2252,1.2622,1.2622
2012-05-27,,,,,,,1.1308,1.2394,1.1022,1.2394,1.2405,1.2749,1.2749
2012-06-03,,,,,,,1.138,1.2025,1.1026,1.2025,1.2198,1.2637,1.2637
2012-06-10,,,,,,,1.1327,1.2488,1.0963,1.2488,1.2525,1.2851,1.2851
2012-06-17,,,,,,,1.1418,1.2651,1.106,1.2651,1.2669,1.2974,1.2974
2012-06-24,,,,,,,1.1274,1.2587,1.0738,1.2587,1.2598,1.2893,1.2893
2012-07-01,,,,,,,1.1389,1.2836,1.074,1.2836,1.2904,1.3061,1.3061
2012-07-08,,,,,,,1.1415,1.2778,1.0735,1.2778,1.2886,1.307,1.307
2012-07-15,,,,,,,1.1522,1.2803,1.0766,1.2803,1.2905,1.3105,1.3105
2012-07-22,,,,,,,1.1508,1.2871,1.0741,1.2871,1.2951,1.3163,1.3163
2012-07-29,,,,,,,1.1511,1.3079,1.0718,1.3079,1.3111,1.3256,1.3256
2012-08-05,,,,,,,1.1458,1.3142,1.0601,1.3142,1.3131,1.3286,1.3286
2012-08-12,,,,,,,1.1413,1.3283,1.0503,1.3283,1.323,1.335,1.335
2012-08-19,,,,,,,1.1472,1.3409,1.0556,1.3409,1.3288,1.3364,1.3364
2012-08-26,,,,,,,1.1418,1.3346,1.052,1.3346,1.3262,1.3381,1.3381
2012-09-02,,,,,,,1.1422,1.3313,1.0492,1.3313,1.3247,1.3418,1.3418
2012-09-09,,,,,,,1.1571,1.3612,1.0599,1.3612,1.351,1.3555,1.3555
2012-09-16,,,,,,,1.1682,1.3886,1.0682,1.3886,1.3739,1.3653,1.3653
2012-09-23,,,,,,,1.1589,1.3831,1.0539,1.3831,1.3668,1.367,1.367
2012-09-30,,,,,,,1.1445,1.365,1.0457,1.365,1.355,1.3603,1.3603
2012-10-07,,,,,,,1.1571,1.3856,1.0605,1.3856,1.3698,1.3695,1.3695
2012-10-14,,,,,,,1.1294,1.3548,1.0374,1.3548,1.348,1.3533,1.3533
2012-10-21,,,,,,,1.1303,1.3595,1.0409,1.3595,1.3522,1.3517,1.3517
2012-10-28,,,,,,,1.1116,1.3402,1.026,1.3402,1.3366,1.341,1.341
2012-11-04,,,,,,,1.1128,1.3422,1.0279,1.3422,1.3384,1.3438,1.3438
2012-11-11,,,,,,,1.0892,1.31,1.0068,1.31,1.3173,1.33,1.33
2012-11-18,,,,,,,1.0842,1.293,1.0004,1.293,1.3028,1.3209,1.3209
2012-11-25,,,,,,,1.094,1.3402,1.021,1.3402,1.3405,1.3451,1.3451
2012-12-02,,,,,,,1.0933,1.3478,1.0182,1.3478,1.3499,1.353,1.353
2012-12-09,,,,,,,1.1027,1.3503,1.0292,1.3503,1.3555,1.3544,1.3544
2012-12-16,,,,,,,1.1078,1.3473,1.0378,1.3473,1.3553,1.35,1.35
2012-12-23,,,,,,,1.1166,1.3635,1.0435,1.3635,1.3674,1.3574,1.3574
2012-12-30,,,,,,,1.1105,1.3371,1.0432,1.3371,1.3524,1.3443,1.3443
2013-01-06,,,,,,,1.1453,1.3976,1.0725,1.3976,1.397,1.3732,1.3732
2013-01-13,,,,,,,1.1465,1.4043,1.074,1.4043,1.4023,1.3793,1.3793
2013-01-20,,,,,,,1.1533,1.4164,1.0802,1.4164,1.4156,1.3874,1.3874
2013-01-27,,,,,,,1.1659,1.4347,1.0921,1.4347,1.4249,1.3948,1.3948
2013-02-03,,,,,,,1.1666,1.4441,1.0927,1.4441,1.43,1.3977,1.3977
2013-02-10,,,,,,,1.16,1.4495,1.0865,1.4495,1.4304,1.4043,1.4043
2013-02-17,,,,,,,1.1669,1.4525,1.093,1.4525,1.4289,1.4049,1.4049
2013-02-24,,,,,,,1.1633,1.4504,1.0896,1.4504,1.4227,1.4056,1.4056
2013-03-03,,,,,,,1.1643,1.4525,1.0905,1.4525,1.4268,1.4117,1.4117
2013-03-10,,,,,,,1.1847,1.4842,1.1097,1.4842,1.4495,1.4228,1.4228
2013-03-17,,,,,,,1.1913,1.4946,1.1159,1.4946,1.453,1.4323,1.4323
2013-03-24,,,,,,,1.1938,1.4924,1.1182,1.4924,1.4505,1.4339,1.4339
2013-03-31,,,,,,,1.2113,1.5026,1.1346,1.5026,1.4643,1.4423,1.4423
2013-04-07,,,,,,,1.2172,1.4882,1.1401,1.4882,1.4545,1.44,1.44
2013-04-14,,,,,,,1.2495,1.5231,1.1703,1.5231,1.4777,1.461,1.461
2013-04-21,,,,,,,1.2475,1.4912,1.1685,1.4912,1.4498,1.4423,1.4423
2013-04-28,,,,,,,1.2522,1.5177,1.1729,1.5177,1.4722,1.4599,1.4599
2013-05-05,,,,,,,1.2641,1.5477,1.1841,1.5477,1.4976,1.4749,1.4749
2013-05-12,,,,,,,1.2663,1.5673,1.1861,1.5673,1.5058,1.4828,1.4828
2013-05-19,,,,,,,1.2909,1.6011,1.2092,1.6011,1.5193,1.5013,1.5013
2013-05-26,,,,,,,1.2741,1.5855,1.1934,1.5855,1.4964,1.4894,1.4894
2013-06-02,,,,,,,1.2592,1.5677,1.1795,1.5677,1.4759,1.4731,1.4731
2013-06-09,,,,,,,1.2646,1.5806,1.1845,1.5806,1.4781,1.4795,1.4795
2013-06-16,,,,,,,1.2536,1.5651,1.1742,1.5651,1.4653,1.4723,1.4723
2013-06-23,,,,,,,1.2342,1.5337,1.156,1.5337,1.4197,1.4369,1.4369
2013-06-30,,,,,,,1.2432,1.5468,1.1645,1.5468,1.4431,1.4471,1.4471
2013-07-07,,,,,,,1.2582,1.5718,1.1785,1.5718,1.4512,1.4531,1.4531
2013-07-14,,,,,,,1.2837,1.6151,1.2024,1.6151,1.4957,1.4847,1.4847
2013-07-21,,,,,,,1.287,1.6311,1.2055,1.6311,1.5111,1.4988,1.4988
2013-07-28,,,,,,,1.2878,1.6305,1.2062,1.6305,1.5129,1.4951,1.4951
2013-08-04,,,,,,,1.298,1.6483,1.2158,1.6483,1.524,1.5038,1.5038
2013-08-11,,,,,,,1.2875,1.6325,1.2059,1.6325,1.517,1.4967,1.4967
2013-08-18,,,,,,,1.2633,1.5989,1.1833,1.5989,1.4853,1.4667,1.4667
2013-08-25,,,,,,,1.268,1.6065,1.1877,1.6065,1.4913,1.4709,1.4709
2013-09-01,,,,,,,1.2452,1.5779,1.1663,1.5779,1.4649,1.4566,1.4566
2013-09-08,,,,,,,1.2618,1.6009,1.1819,1.6009,1.4859,1.4632,1.4632
2013-09-15,,,,,,,1.2839,1.6327,1.2026,1.6327,1.5139,1.483,1.483
2013-09-22,,,,,,,1.2995,1.6541,1.2172,1.6541,1.5373,1.5031,1.5031
2013-09-29,,,,,,,1.2914,1.6366,1.2096,1.6366,1.528,1.4989,1.4989
2013-10-06,,,,,,,1.2888,1.6364,1.2072,1.6364,1.5279,1.4986,1.4986
2013-10-13,,,,,,,1.2885,1.6496,1.2069,1.6496,1.5383,1.5047,1.5047
2013-10-20,,,,,,,1.3184,1.6896,1.2349,1.6896,1.5714,1.5313,1.5313
2013-10-27,,,,,,,1.3268,1.7048,1.2428,1.7048,1.5864,1.5443,1.5443
2013-11-03,,,,,,,1.3236,1.7073,1.2398,1.7073,1.5778,1.5404,1.5404
2013-11-10,,,,,,,1.3247,1.7177,1.2408,1.7177,1.5678,1.5413,1.5413
2013-11-17,,,,,,,1.344,1.7445,1.2589,1.7445,1.5947,1.5602,1.5602
2013-11-24,,,,,,,1.3507,1.7519,1.2651,1.7519,1.5926,1.5631,1.5631
2013-12-01,,,,,,,1.3583,1.7537,1.2723,1.7537,1.5982,1.5642,1.5642
2013-12-08,,,,,,,1.355,1.7531,1.2692,1.7531,1.5933,1.5588,1.5588
2013-12-15,,,,,,,1.3331,1.7257,1.2486,1.7257,1.5716,1.5436,1.5436
2013-12-22,,,,,,,1.3636,1.7687,1.2773,1.7687,1.6004,1.5662,1.5662
2013-12-29,,,,,,,1.381,1.791,1.2935,1.791,1.618,1.5736,1.5736
2014-01-05,,,,,,,1.3697,1.7816,1.283,1.7816,1.6069,1.5692,1.5692
2014-01-12,,,,,,,1.3716,1.7938,1.2848,1.7938,1.6205,1.5821,1.5821
2014-01-19,,,,,,,1.3791,1.7889,1.2918,1.7889,1.6158,1.5814,1.5814
2014-01-26,,,,,,,1.3458,1.7427,1.2605,1.7427,1.5828,1.5598,1.5598
2014-02-02,,,,,,,1.3381,1.7357,1.2534,1.7357,1.5792,1.5596,1.5596
2014-02-09,,,,,,,1.3332,1.7504,1.2487,1.7504,1.5904,1.5674,1.5674
2014-02-16,,,,,,,1.3642,1.7926,1.2778,1.7926,1.626,1.5896,1.5896
2014-02-23,,,,,,,1.3692,1.7914,1.2825,1.7914,1.6275,1.5893,1.5893
2014-03-02,,,,,,,1.378,1.8147,1.2907,1.8147,1.6444,1.6056,1.6056
2014-03-09,,,,,,,1.3809,1.8339,1.2935,1.8339,1.6536,1.61,1.61
2014-03-16,,,,,,,1.3601,1.7989,1.2739,1.7989,1.6307,1.5977,1.5977
2014-03-23,,,,,,,1.3551,1.8219,1.2693,1.8219,1.6424,1.6052,1.6052
2014-03-30,,,,,,,1.3391,1.8149,1.2543,1.8149,1.6387,1.6022,1.6022
2014-04-06,,,,,,,1.34,1.8238,1.2551,1.8238,1.6496,1.6075,1.6075
2014-04-13,,,,,,,1.3211,1.776,1.2374,1.776,1.6215,1.5867,1.5867
2014-04-20,,,,,,,1.3445,1.8237,1.2593,1.8237,1.6537,1.6086,1.6086
2014-04-27,,,,,,,1.3521,1.8228,1.2665,1.8228,1.6492,1.6099,1.6099
2014-05-04,,,,,,,1.3578,1.8401,1.2718,1.8401,1.6647,1.6234,1.6234
2014-05-11,,,,,,,1.3557,1.8391,1.2699,1.8391,1.6625,1.6238,1.6238
2014-05-18,,,,,,,1.3463,1.84,1.261,1.84,1.6702,1.6287,1.6287
2014-05-25,,,,,,,1.3433,1.8625,1.2582,1.8625,1.6848,1.6419,1.6419
2014-06-01,,,,,,,1.3525,1.8853,1.2669,1.8853,1.6976,1.6568,1.6568
2014-06-08,,,,,,,1.3636,1.9117,1.2773,1.9117,1.7211,1.6655,1.6655
2014-06-15,,,,,,,1.354,1.8995,1.2682,1.8995,1.7103,1.6588,1.6588
2014-06-22,,,,,,,1.3775,1.9264,1.2902,1.9264,1.7337,1.6735,1.6735
2014-06-29,,,,,,,1.373,1.9252,1.286,1.9252,1.7348,1.6771,1.6771
2014-07-06,,,,,,,1.3702,1.9486,1.2834,1.9486,1.7506,1.6849,1.6849
2014-07-13,,,,,,,1.363,1.9329,1.2767,1.9329,1.7384,1.6829,1.6829
2014-07-20,,,,,,,1.3688,1.9438,1.2821,1.9438,1.7448,1.6902,1.6902
2014-07-27,,,,,,,1.3721,1.9439,1.2852,1.9439,1.745,1.691,1.691
2014-08-03,,,,,,,1.3411,1.8925,1.2561,1.8925,1.705,1.6617,1.6617
2014-08-10,,,,,,,1.3281,1.8998,1.2439,1.8998,1.7119,1.6692,1.6692
2014-08-17,,,,,,,1.3485,1.9242,1.263,1.9242,1.7358,1.6873,1.6873
2014-08-24,,,,,,,1.355,1.9583,1.2692,1.9583,1.7559,1.7031,1.7031
2014-08-31,,,,,,,1.3584,1.9733,1.2724,1.9733,1.7694,1.7144,1.7144
2014-09-07,,,,,,,1.3616,1.9772,1.2753,1.9772,1.7739,1.7115,1.7115
2014-09-14,,,,,,,1.3396,1.9577,1.2547,1.9577,1.7421,1.694,1.694
2014-09-21,,,,,,,1.3536,1.9824,1.2679,1.9824,1.7525,1.7089,1.7089
2014-09-28,,,,,,,1.3321,1.9547,1.2478,1.9547,1.7282,1.6962,1.6962
2014-10-05,,,,,,,1.3257,1.9411,1.2417,1.9411,1.7126,1.6932,1.6932
2014-10-12,,,,,,,1.3269,1.882,1.2429,1.882,1.6736,1.6686,1.6686
2014-10-19,,,,,,,1.3246,1.8616,1.2407,1.8616,1.6728,1.6617,1.6617
2014-10-26,,,,,,,1.3389,1.9402,1.2541,1.9402,1.7249,1.7023,1.7023
2014-11-02,,,,,,,1.3544,1.9919,1.2686,1.9919,1.7637,1.7276,1.7276
2014-11-09,,,,,,,1.3654,2.0085,1.2789,2.0085,1.7681,1.7388,1.7388
2014-11-16,,,,,,,1.3682,2.0173,1.2816,2.0173,1.7713,1.7433,1.7433
2014-11-23,,,,,,,1.3789,2.0414,1.2916,2.0414,1.7928,1.7574,1.7574
2014-11-30,,,,,,,1.3988,2.0466,1.3102,2.0466,1.7931,1.766,1.766
2014-12-07,,,,,,,1.3901,2.0545,1.3021,2.0545,1.7898,1.7649,1.7649
2014-12-14,,,,,,,1.3875,1.9843,1.2996,1.9843,1.7409,1.7374,1.7374
2014-12-21,,,,,,,1.3944,2.0511,1.3061,2.0511,1.7879,1.7697,1.7697
2014-12-28,,,,,,,1.3978,2.0702,1.3093,2.0702,1.8052,1.7763,1.7763
2015-01-04,,,,,,,1.3885,2.0403,1.3005,2.0403,1.7835,1.7665,1.7665
2015-01-11,,,,,,,1.414,2.0286,1.3244,2.0286,1.7851,1.7686,1.7686
2015-01-18,,,,,,,1.4309,2.0026,1.3403,2.0026,1.7821,1.7607,1.7607
2015-01-25,,,,,,,1.443,2.0357,1.3516,2.0357,1.8111,1.7801,1.7801
2015-02-01,,,,,,,1.4384,1.9809,1.3473,1.9809,1.7748,1.7575,1.7575
2015-02-08,,,,,,,1.4045,2.0415,1.3155,2.0415,1.8036,1.7762,1.7762
2015-02-15,,,,,,,1.4049,2.0835,1.316,2.0835,1.8283,1.7954,1.7954
2015-02-22,,,,,,,1.4126,2.098,1.3231,2.098,1.8378,1.8,1.8
2015-03-01,,,,,,,1.4085,2.0922,1.3193,2.0922,1.8381,1.803,1.803
2015-03-08,,,,,,,1.3932,2.0609,1.305,2.0609,1.7975,1.7738,1.7738
2015-03-15,,,,,,,1.3874,2.0443,1.2995,2.0443,1.7917,1.771,1.771
2015-03-22,,,,,,,1.4272,2.0991,1.3368,2.0991,1.8464,1.8118,1.8118
2015-03-29,,,,,,,1.3958,2.0525,1.3074,2.0525,1.8121,1.7849,1.7849
2015-04-05,,,,,,,1.3984,2.0595,1.3098,2.0595,1.8263,1.7916,1.7916
2015-04-12,,,,,,,1.4009,2.0954,1.3122,2.0954,1.8497,1.8094,1.8094
2015-04-19,,,,,,,1.3868,2.0745,1.299,2.0745,1.8352,1.8033,1.8033
2015-04-26,,,,,,,1.4125,2.1115,1.323,2.1115,1.8632,1.8217,1.8217
2015-05-03,,,,,,,1.3983,2.1022,1.3097,2.1022,1.8397,1.8064,1.8064
2015-05-10,,,,,,,1.3994,2.1112,1.3108,2.1112,1.8447,1.811,1.811
2015-05-17,,,,,,,1.4051,2.1193,1.3161,2.1193,1.8556,1.8156,1.8156
2015-05-24,,,,,,,1.4046,2.1248,1.3157,2.1248,1.8518,1.8157,1.8157
2015-05-31,,,,,,,1.3941,2.1064,1.3058,2.1064,1.8344,1.8115,1.8115
2015-06-07,,,,,,,1.3909,2.0927,1.3028,2.0927,1.8131,1.7883,1.7883
2015-06-14,,,,,,,1.3914,2.0951,1.3033,2.0951,1.8178,1.7906,1.7906
2015-06-21,,,,,,,1.4057,2.1133,1.3167,2.1133,1.8342,1.8081,1.8081
2015-06-28,,,,,,,1.4049,2.1034,1.3159,2.1034,1.8228,1.7917,1.7917
2015-07-05,,,,,,,1.3777,2.0782,1.2905,2.0782,1.8043,1.7839,1.7839
2015-07-12,,,,,,,1.3808,2.0799,1.2933,2.0799,1.8055,1.7846,1.7846
2015-07-19,,,,,,,1.4101,2.1301,1.3208,2.1301,1.8355,1.8131,1.8131
2015-07-26,,,,,,,1.3884,2.0851,1.3004,2.0851,1.7954,1.7952,1.7952
2015-08-02,,,,,,,1.4026,2.1102,1.3137,2.1102,1.8185,1.8124,1.8124
